alias,canonical_label,notes
NEW GUINEA,NETHERLANDS NEW GUINEA,lexical_context_similarity
BRITISH ASIATIC PETROLEUM CORPORATION,BRITISH ASIATIC PETROLEUM COMPANY,lexical_context_similarity
FRENCH COMMUNISTS,FRENCH COMMUNIST PARTY,lexical_context_similarity
TSHOMBE,TSHOMBÉ,lexical_context_similarity
DEFENSE MINISTER CANELLOPOULOS,DEFENSE MINISTER KANELLOPOULOS,lexical_context_similarity
PHOUT KHOUN,PHOU KHOUN,lexical_context_similarity
LT. GEN. TEIMUR BAKHTIAR,GENERAL BAKHTIAR,lexical_context_similarity
MOISE TSHOMBE,TSHOMBÉ,lexical_context_similarity
AL-UMARI,ARSHAD AL-UMARI,lexical_context_similarity
CZECH FOREIGN MINISTRY,CZECH MINISTRY OF FOREIGN AFFAIRS,lexical_context_similarity
US EMBASSY IN TUNIS,AMERICAN EMBASSY,lexical_context_similarity
VIETNAMESE PREMIER NGO DINH DIEM,DIEM,lexical_context_similarity
PAIK TU-CHIN,PAEK TU-CHIN,lexical_context_similarity
BANDARANAIKE REGIME,BANDARANAIKE GOVERNMENT,lexical_context_similarity
CENTRAL COMMITTEE OF THE CHINESE COMMUNIST PARTY,CHINESE COMMUNIST PARTY,lexical_context_similarity
KAUL,T. N. KAUL,lexical_context_similarity
AMERICAN AMBASSADOR IN CAIRO,US AMBASSADOR IN CAIRO,lexical_context_similarity
RADICAL SOCIALIST PARTY,RADICAL SOCIALISTS,lexical_context_similarity
SERI-MANANGKHASILA,SERI MANANGKHASILA PARTY,lexical_context_similarity
LT. COL. SAMUAL,LT. COL. SUMUAL,lexical_context_similarity
PRINCE HASSAN,PRINCE HASAN,lexical_context_similarity
GUIANA,BRITISH GUIANA,lexical_context_similarity
UNITED NATIONS TRUCE SUPERVISION ORGANIZATION,UN TRUCE SUPERVISORY ORGANIZATION,lexical_context_similarity
PRESIDENT GRAVEIRO LOPES,PRESIDENT LOPES,lexical_context_similarity
BAATHIST PARTY,BAATH PARTY,lexical_context_similarity
ZAROUBIN,GEORGY ZAROUBIN,lexical_context_similarity
CHIANG KAI-CHEK,CHIANG KAI-SHEK,lexical_context_similarity
CHRISTIAN DEMOCRATIC DEPUTIES,CHRISTIAN DEMOCRATIC PARTY,lexical_context_similarity
CUBAN PRESIDENT,BATISTA,lexical_context_similarity
ENRIQUE GALVAO,HENRIQUE GALVAO,lexical_context_similarity
PHOUI SANNANIKONE,PHOUI SANANIKONE,lexical_context_similarity
SOCIALIST RESURRECTION (BAATH) PARTY,ARAB SOCIALIST RESURRECTION PARTY,lexical_context_similarity
ISRAELI FOREIGN OFFICE,ISRAELI FOREIGN MINISTRY,lexical_context_similarity
YEMEN GOVERNMENT,YEMENI GOVERNMENT,lexical_context_similarity
BRITISH FOREIGN MINISTER MORRISON,FOREIGN SECRETARY MORRISON,lexical_context_similarity
UNITED STATES INFORMATION SERVICE,UNITED STATES INFORMATION AGENCY,lexical_context_similarity
KUUSINEN,OTTO KUUSINEN,lexical_context_similarity
MOHAMMED BEN BELLA,BEN BELLA,lexical_context_similarity
EGYPTIAN,EGYPTIAN REGIME,lexical_context_similarity
MAJOR ERNESTO GUEVARA,ERNESTO GUEVARA,lexical_context_similarity
NATIONALIST-HELD WUCHIU ISLANDS,WUCHIU ISLANDS,lexical_context_similarity
TUNISIAN PRESIDENT BOURGUIBA,BOURGUIBA,lexical_context_similarity
ARTAJO,MARTIN ARTAJO,lexical_context_similarity
BRITISH SHELL,SHELL,lexical_context_similarity
PRESIDENT TOURE,SEKOU TOURÉ,lexical_context_similarity
US EMBASSY IN ATHENS,AMERICAN EMBASSY,lexical_context_similarity
CUBAN PRESIDENT DORTICOS,DORTICOS,lexical_context_similarity
GLUBB PASHA,GENERAL GLUBB,lexical_context_similarity
YOSHIDA LIBERAL PARTY,YOSHIDAS LIBERAL PARTY,lexical_context_similarity
CZECH AMBASSADOR ULLRICH,CZECH AMBASSADOR,lexical_context_similarity
IRANIAN TUDEH,TUDEH,lexical_context_similarity
LARCHER,RODOLFO LARCHER,lexical_context_similarity
ANGOLA PEOPLES UNION,ANGOLAN PEOPLES UNION (UPA),lexical_context_similarity
PHOUMIS FORCES,PHOUMI FORCES,lexical_context_similarity
SOUVANNAH PHOUMA,SOUVANNA PHOUMA,lexical_context_similarity
OKINAWAN PEOPLES PARTY,COMMUNIST OKINAWAN PEOPLES PARTY (OPP),lexical_context_similarity
AFONSO ARINOS,ARINOS,lexical_context_similarity
JORDAN COMMUNIST PARTY,JORDANS COMMUNIST PARTY,lexical_context_similarity
SOVIET PREMIER KHRUSHCHEV,KHRUSHCHEV,lexical_context_similarity
FELLAGHAS,TUNISIAN FELLAGHAS,lexical_context_similarity
DAFTARI,MATIN DAFTARI,lexical_context_similarity
KLOSIEWICZ,WIKTOR KLOSIEWICZ,lexical_context_similarity
ELLENDER,US SENATOR ELLENDER,lexical_context_similarity
PODGORNY,NIKOLAI PODGORNY,lexical_context_similarity
VANG PAO,LT. COL. VANG PAO,lexical_context_similarity
JOSE FIGUERES,JOSÉ FIGUERES,lexical_context_similarity
NEGEV DESERT,NEGEV,lexical_context_similarity
VLADIMIR SEMENOV,SEMENOV,lexical_context_similarity
G. T. ZAITSEV,GRIGORY T. ZAITSEV,lexical_context_similarity
CAMILLE CHAMOUN,PRESIDENT CHAMOUN,lexical_context_similarity
MAURICE DEJEAN,DEJEAN,lexical_context_similarity
WHEELUS AIR FORCE BASE,WHEELUS AIR BASE,lexical_context_similarity
ANTONIO KEBREAU,KEBREAU,lexical_context_similarity
KOVACS,ISTVAN KOVACS,lexical_context_similarity
AMERICAN EMBASSY IN KHARTOUM,AMERICAN EMBASSY,lexical_context_similarity
PIERRE PFLIMLIN,PFLIMLIN,lexical_context_similarity
UN EMERGENCY FORCE (UNEF),UNITED NATIONS EMERGENCY FORCE (UNEF),lexical_context_similarity
AYATOLLAH KASHANI,KASHANI,lexical_context_similarity
RAAB,CHANCELLOR RAAB,lexical_context_similarity
SOVIET AMBASSADOR VINOGRADOV,VINOGRADOV,lexical_context_similarity
COAL-STEEL COMMUNITY HIGH AUTHORITY,EUROPEAN COAL-STEEL COMMUNITY,lexical_context_similarity
GOVERNOR STASSEN,STASSEN,lexical_context_similarity
PERONISTA HIGH COMMAND,PERONISTA,lexical_context_similarity
COLONEL KIM CHONG-PIL,LT. COL. KIM CHONG-PIL,lexical_context_similarity
JOHANNES HOFFMANN,HOFFMANN,lexical_context_similarity
CHRISTIAN WORKERS CONFEDERATION (CFTC),FRENCH CHRISTIAN WORKERS CONFEDERATION,lexical_context_similarity
GEORGES BIDAULT,BIDAULT,lexical_context_similarity
PRESIDENT ZAPOTOCKY,CZECHOSLOVAK PRESIDENT ZAPOTOCKY,lexical_context_similarity
TEME SEJKO,TEMI SEJKO,lexical_context_similarity
PERONISTA LABOR GROUP,PERONISTA,lexical_context_similarity
PISHAN,PISHAN ISLAND,lexical_context_similarity
CHO BONG-AM,CHO PONG-AM,lexical_context_similarity
VIET MINH GOVERNMENT,VIET MINH,lexical_context_similarity
TAKETORA OGATA,OGATA,lexical_context_similarity
TURKISH-IRAQI TREATY,TURKISH-IRAQI PACT,lexical_context_similarity
COMMUNIST PARTY OF SYRIA,SYRIAN COMMUNIST PARTY,lexical_context_similarity
NAHDATUL ULAMA,NAHDLATUL ULAMA,lexical_context_similarity
SENATE,IRANIAN SENATE,lexical_context_similarity
CEYLONESE FINANCE MINISTER,CEYLONS FINANCE MINISTER,lexical_context_similarity
MARSHAL BULGANIN,BULGANIN,lexical_context_similarity
SOCIAL CHRISTIANS,SOCIAL CHRISTIAN PARTY,lexical_context_similarity
STATE SECRETARY HALLSTEIN,STATE SECRETARY FOR FOREIGN AFFAIRS HALLSTEIN,lexical_context_similarity
CASTROS REGIME,CASTRO REGIME,lexical_context_similarity
GERSTENMAIER,BUNDESTAG PRESIDENT GERSTENMAIER,lexical_context_similarity
ESHKOL,LEVI ESHKOL,lexical_context_similarity
JORDANIAN NATIONAL GUARDSMEN,JORDANIAN NATIONAL GUARD,lexical_context_similarity
UNITED NATIONS GENERAL ASSEMBLY,UN GENERAL ASSEMBLY,lexical_context_similarity
ITALIAN COMMUNISTS,ITALIAN COMMUNIST PARTY,lexical_context_similarity
DIEMS GOVERNMENT,DIEM GOVERNMENT,lexical_context_similarity
PRIME MINISTER NASH,NEW ZEALAND PRIME MINISTER NASH,lexical_context_similarity
AMERICAN EMBASSY IN LISBON,US EMBASSY IN LISBON,lexical_context_similarity
YUSUF YASSIN,YUSUF YASIN,lexical_context_similarity
UNITED NATIONS SECURITY COUNCIL,UN SECURITY COUNCIL,lexical_context_similarity
HABIBULLAH,LT. GEN. HABIBULLAH,lexical_context_similarity
ABDELKHALIK TORRES,ABDELKHALEK TORRES,lexical_context_similarity
UPPER TACHEN,TACHEN ISLANDS,lexical_context_similarity
POPULAR REPUBLICANS (MRP),POPULAR REPUBLICAN PARTY,lexical_context_similarity
US CONSUL GENERAL DEARBORN,US CONSUL GENERAL,lexical_context_similarity
N. I. BELYAYEV,NIKOLAI BELYAYEV,lexical_context_similarity
POINT IV,POINT IV PROGRAM,lexical_context_similarity
CHINESE COMMUNIST 4TH FIELD ARMY,CHINESE COMMUNIST FOURTH FIELD ARMY,lexical_context_similarity
CLEOPATRA,EGYPTIAN SHIP CLEOPATRA,lexical_context_similarity
NAGIBS REGIME,NAGIB REGIME,lexical_context_similarity
SEKOU TOURE,SEKOU TOURÉ,lexical_context_similarity
LIEUTENANT COLONEL CASTILLO ARMAS,CASTILLO ARMAS,lexical_context_similarity
WHITE HOUSE,EXECUTIVE OFFICES OF THE WHITE HOUSE,lexical_context_similarity
GAZA,GAZA STRIP,lexical_context_similarity
HAZZA MAJALI,HAZZA MAJALLI,lexical_context_similarity
GENERAL RAFAEL L. TRUJILLO,TRUJILLO,lexical_context_similarity
GENERAL TY,LE VAN TY,lexical_context_similarity
RESIDENT GENERAL GRANDVAL,GRANDVAL,lexical_context_similarity
AMERICAN CONSUL DEARBORN,AMERICAN CONSUL,lexical_context_similarity
COTTBUS,COTTBUS AIRFIELD,lexical_context_similarity
FISCHER,LOUIS FISCHER,lexical_context_similarity
JACOBO ARBENZ,PRESIDENT ARBENZ,lexical_context_similarity
IMPERIAL BODY GUARD,IMPERIAL BODYGUARD,lexical_context_similarity
MALAYAN COMMUNISTS,MALAYAN COMMUNIST PARTY,lexical_context_similarity
KHRISHNA MENON,KRISHNA MENON,lexical_context_similarity
ZAKARIA MUHIEDDIN,MUHIEDDIN,lexical_context_similarity
NEO-LAO HAK SAT,NEO LAO HAK SAT,lexical_context_similarity
KHAMPAN PANYA,KHAMPHAN PANYA,lexical_context_similarity
NATIONAL LIBERATION FRONT (FLN),ALGERIAN NATIONAL LIBERATION FRONT,lexical_context_similarity
FEZZAN PROVINCE,FEZZAN,lexical_context_similarity
US LEGATION IN DAMASCUS,AMERICAN LEGATION,lexical_context_similarity
OLIVARES,CARLOS OLIVARES,lexical_context_similarity
MAIER,REINHOLD MAIER,lexical_context_similarity
US HIGH COMMISSIONERS OFFICE,AMERICAN HIGH COMMISSIONERS OFFICE IN BONN,lexical_context_similarity
PRESIDENT NASR,PRESIDENT NASIR,lexical_context_similarity
CHU TE,CHU TEH,lexical_context_similarity
THANAT,THANAT KHOMAN,lexical_context_similarity
GEORGI ZARUBIN,ZARUBIN,lexical_context_similarity
CZECH BORDER GUARD,CZECH BORDER GUARDS,lexical_context_similarity
AGUSTIN MUNOZ GRANDES,AUGUSTIN MUNOZ GRANDES,lexical_context_similarity
GADJAH MADA,GADJA MADA,lexical_context_similarity
CARLOS IBANEZ,IBANEZ,lexical_context_similarity
SADDIQ AL-MAHDI,SIDDIQ AL-MAHDI,lexical_context_similarity
FORMER GUATEMALAN PRESIDENT ARBENZ,PRESIDENT ARBENZ,lexical_context_similarity
SOMALILAND PROTECTORATE,BRITISH SOMALILAND,lexical_context_similarity
FIGNOLÉ,DANIEL FIGNOLÉ,lexical_context_similarity
NURITDIN MIKHITDINOV,NURITDIN MUKHITDINOV,lexical_context_similarity
NAM LIK,NAM LIK RIVER,lexical_context_similarity
ALI ABU NUWAR,NUWAR,lexical_context_similarity
PREMIER KARAMANLIS,PREMIER KONSTANTIN KARAMANLIS,lexical_context_similarity
NATIONALIST MINISTRY OF NATIONAL DEFENSE,CHINESE NATIONALIST DEFENSE MINISTRY,lexical_context_similarity
URRUTIA,MANUEL URRUTIA,lexical_context_similarity
ELPIDIO QUIRINO,PRESIDENT QUIRINO,lexical_context_similarity
BANAT YAACOV,BANAT YACOV,lexical_context_similarity
NORTH KOREAN,NORTH KOREANS,lexical_context_similarity
NEHRUS GOVERNMENT,NEHRU GOVERNMENT,lexical_context_similarity
WEHNER,HERBERT WEHNER,lexical_context_similarity
AMERICAN EMBASSY AT CAPETOWN,AMERICAN EMBASSY,lexical_context_similarity
MOBILE BRIGADE,NATIONAL POLICE MOBILE BRIGADE,lexical_context_similarity
WUCHIU,WUCHIU ISLANDS,lexical_context_similarity
SUEZ AREA,SUEZ,lexical_context_similarity
GENERAL ARAMBURU,ARAMBURU,lexical_context_similarity
AMERICAN AMBASSADOR RIDDLEBERGER,RIDDLEBERGER,lexical_context_similarity
SWISS REPRESENTATIVES,SWISS REPRESENTATIVE,lexical_context_similarity
WILEM SIROKY,SIROKY,lexical_context_similarity
ITALIAN CHRISTIAN DEMOCRATS,CHRISTIAN DEMOCRATIC PARTY,lexical_context_similarity
LIBERAL DEMOCRATS,JAPAN LIBERAL-DEMOCRATS,lexical_context_similarity
GENERAL LOTT,HENRIQUE TEIXEIRA LOTT,lexical_context_similarity
USSR COUNCIL OF MINISTERS,SOVIET COUNCIL OF MINISTERS,lexical_context_similarity
BRITISH AMBASSADOR STEVENSON,AMBASSADOR STEVENSON,lexical_context_similarity
GUATEMALAN COMMUNIST PARTY,GUATEMALAN COMMUNISTS,lexical_context_similarity
AMERICAN EMBASSY IN BELGRADE,US EMBASSY,lexical_context_similarity
COMMUNIST PARTY OF IRAQ,IRAQI COMMUNIST PARTY,lexical_context_similarity
EX-PRESIDENT OSORIO,OSORIO,lexical_context_similarity
ALGERIAN REBEL REGIME,ALGERIAN REBEL GOVERNMENT,lexical_context_similarity
AMERICAN EMBASSY IN MONTEVIDEO,AMERICAN EMBASSY,lexical_context_similarity
HA TINH,HA TINH PROVINCE,lexical_context_similarity
NAGIB-MAHER REGIME,NAGIB REGIME,lexical_context_similarity
ROCHEREAU,SENATOR HENRI ROCHEREAU,lexical_context_similarity
US CONSUL GENERAL IN SINGAPORE,US CONSUL GENERAL,lexical_context_similarity
SHARA,SADIQ SHARA,lexical_context_similarity
JAPANESE DEMOCRATIC SOCIALIST PARTY,DEMOCRATIC SOCIALIST PARTY,lexical_context_similarity
ARKADY SOBOLEV,SOBOLEV,lexical_context_similarity
THE COMMUNISTS,FRENCH COMMUNIST PARTY,lexical_context_similarity
ALEKSEY KOSYGIN,KOSYGIN,lexical_context_similarity
CENTRAL COMMITTEE OF THE INDIAN COMMUNIST PARTY,INDIAN COMMUNIST PARTY,lexical_context_similarity
GERONIMO REMORINO,REMORINO,lexical_context_similarity
SOVIET AMBASSADOR PEGOV,PEGOV,lexical_context_similarity
EAST GERMAN POLICE AND MILITARY FORCES,EAST GERMAN POLICE,lexical_context_similarity
DIET,JAPANESE DIET,lexical_context_similarity
VON BRENTANO,HEINRICH VON BRENTANO,lexical_context_similarity
BADEN-WUERTTEMBURG,BADEN-WUERTTEMBERG,lexical_context_similarity
BENELUX GOVERNMENTS,BENELUX COUNTRIES,lexical_context_similarity
CAFÉ,CAFÉ FILHO,lexical_context_similarity
NASH,WALTER NASH,lexical_context_similarity
BLANKENHORN,HERBERT BLANKENHORN,lexical_context_similarity
"PETROPAVLOVSK, KAMCHATKA",PETROPAVLOVSK,lexical_context_similarity
GENERAL KHANH,GENERAL NGUYEN KHANH,lexical_context_similarity
POUJADE,PIERRE POUJADE,lexical_context_similarity
SUKENDRO,LT. COL. SUKENDRO,lexical_context_similarity
AMERICAN EMBASSY IN SANTIAGO,US EMBASSY IN SANTIAGO,lexical_context_similarity
GENERAL TEIXEIRA LOTT,HENRIQUE TEIXEIRA LOTT,lexical_context_similarity
COSTA RICAN PRESIDENT FIGUERES,FIGUERES,lexical_context_similarity
SUDANESE MILITARY REGIME,SUDANESE GOVERNMENT,lexical_context_similarity
AMERICAN AIR ATTACHÉ,AMERICAN AIR ATTACHE,lexical_context_similarity
AMERICAN EMBASSY IN LEOPOLDVILLE,US EMBASSY IN LEOPOLDVILLE,lexical_context_similarity
MIKHAIL PERVUKHIN,M. G. PERVUKHIN,lexical_context_similarity
COMMUNIST PARTY OF ITALY,ITALIAN COMMUNIST PARTY,lexical_context_similarity
AMERICAN EMBASSY IN CAPE TOWN,AMERICAN EMBASSY,lexical_context_similarity
CHEKIANG PROVINCE,CHEKIANG,lexical_context_similarity
EAST GERMAN REGIME,EAST GERMAN GOVERNMENT,lexical_context_similarity
HANKEY,CHARGE HANKEY,lexical_context_similarity
LT. COL. NASUTION,GENERAL NASUTION,lexical_context_similarity
NATO COUNCIL,NATO COUNCIL OF MINISTERS,lexical_context_similarity
ALEKSEI KOSYGIN,KOSYGIN,lexical_context_similarity
FALAIZE,FRENCH AMBASSADOR,lexical_context_similarity
SUMUAL,LT. COL. SUMUAL,lexical_context_similarity
YUGOSLAV FOREIGN OFFICE,YUGOSLAV FOREIGN MINISTRY,lexical_context_similarity
CANADIAN,CANADIAN GOVERNMENT,lexical_context_similarity
SHAWQAT SHUQAYR,SHUQAYR,lexical_context_similarity
COLONEL KHAM OUANE,COLONEL KHAMOUANE,lexical_context_similarity
KARAME,RASHID KARAME,lexical_context_similarity
PREMIER DEBRE,DEBRÉ,lexical_context_similarity
PAPALIGOURAS,PANAGIOTIS PAPALIGOURAS,lexical_context_similarity
CHANG,CHANG MYON,lexical_context_similarity
NEO LAO HAK ZAT (NLHZ),NEO LAO HAK SAT,lexical_context_similarity
PITTERMANN,BRUNO PITTERMANN,lexical_context_similarity
KASAI,KASAI PROVINCE,lexical_context_similarity
JOHNSON,SENATOR JOHNSON,lexical_context_similarity
POSO,POSO AREA,lexical_context_similarity
TRIESTE ZONE B,ZONE B,lexical_context_similarity
FRENCH EDC,EDC,lexical_context_similarity
WEU COUNCIL,WESTERN EUROPEAN UNION,lexical_context_similarity
CHIANG CHING-KAI,CHIANG CHING-KUO,lexical_context_similarity
KAREN ELEMENTS,KARENS,lexical_context_similarity
SIXTH BOMBER CORPS,6TH BOMBER CORPS,lexical_context_similarity
KHATMIA MOSLEM SECT,KHATMIA,lexical_context_similarity
SYRIAN BAATHISTS,BAATH PARTY,lexical_context_similarity
CHRISTIAN DEMOCRATIC CABINET,CHRISTIAN DEMOCRATIC GOVERNMENT,lexical_context_similarity
ECUADOREAN COMMUNIST PARTY,ECUADORAN COMMUNIST PARTY,lexical_context_similarity
HUNGARIAN MINORITY,HUNGARIAN MINORITY IN TRANSYLVANIA,lexical_context_similarity
KWANGSI,KWANGSI PROVINCE,lexical_context_similarity
AMERICAN GOVERNMENT,US GOVERNMENT,lexical_context_similarity
BODYGUARD,IMPERIAL BODYGUARD,lexical_context_similarity
EAST GERMAN COMMUNISTS,EAST GERMAN COMMUNIST PARTY,lexical_context_similarity
MOHAMMED ALI,MOHAMMAD ALI,lexical_context_similarity
UN TRUCE SUPERVISION ORGANIZATION (UNTSO),UN TRUCE SUPERVISORY ORGANIZATION,lexical_context_similarity
BINH XUYEN GANGSTER ORGANIZATION,BINH XUYEN,lexical_context_similarity
FRENCH MILITARY ESTABLISHMENT,FRENCH MILITARY,lexical_context_similarity
NENNI SOCIALIST PARTY,NENNI SOCIALISTS,lexical_context_similarity
NOGRADI,SANDOR NOGRADI,lexical_context_similarity
LADGHAM,BAHI LADGHAM,lexical_context_similarity
AMERICAN MILITARY PERSONNEL,US MILITARY PERSONNEL,lexical_context_similarity
ANSAR SECT,ANSAR RELIGIOUS SECT,lexical_context_similarity
CHAMOUN GOVERNMENT,CHAMOUNS GOVERNMENT,lexical_context_similarity
INDEPENDENT AND PEASANT DEPUTIES,INDEPENDENT AND PEASANT PARTY,lexical_context_similarity
KURDISH UNITED DEMOCRATIC PARTY,UNITED DEMOCRATIC PARTY OF KURDISTAN,lexical_context_similarity
NORTHERN KATANGA,KATANGA,lexical_context_similarity
GENERAL CHIA,GENERAL CHIA YU-HUI,lexical_context_similarity
KING MOHAMMED V,KING MOHAMED V,lexical_context_similarity
MINISTER OF COMMUNICATIONS,MINISTER OF COMMUNICATIONS GEORGHIADES,lexical_context_similarity
CUBAN NATIONAL BANK,NATIONAL BANK OF CUBA,lexical_context_similarity
EDUARDO LONARDI,LONARDI,lexical_context_similarity
WALTER EYTAN,EYTAN,lexical_context_similarity
IRAQI PREMIER NURI SAID,NURI SAID,lexical_context_similarity
MENON,KRISHNA MENON,lexical_context_similarity
ABD AL-HAKIM AMIR,AMIR,lexical_context_similarity
ASANUMA,INEJIRO ASANUMA,lexical_context_similarity
BELGIAN PREMIER,EYSKENS,lexical_context_similarity
BURMESE FOREIGN MINISTRY,BURMESE FOREIGN OFFICE,lexical_context_similarity
IBN SAUD,KING SAUD,lexical_context_similarity
WEST GERMAN SOCIALIST PARTY,WEST GERMAN SOCIALISTS,lexical_context_similarity
MAYOR WILLY BRANDT,WILLY BRANDT,lexical_context_similarity
SHAWKAT,SHUQAYR,lexical_context_similarity
AMERICAN AMBASSADOR IN DJAKARTA,US AMBASSADOR IN DJAKARTA,lexical_context_similarity
CHINESE NATIONALIST MILITARY LEADERS,CHINESE NATIONALIST,lexical_context_similarity
SIBIR SHIPS,SIBIR-CLASS SHIPS,lexical_context_similarity
NGO DINH DIEM,DIEM,lexical_context_similarity
BRITISH FOREIGN SECRETARY,FOREIGN SECRETARY EDEN,lexical_context_similarity
CZECHOSLOVAK REGIME,CZECHOSLOVAK GOVERNMENT,lexical_context_similarity
GUINEAN PRESIDENT SEKOU TOURÉ,SEKOU TOURÉ,lexical_context_similarity
ZAHIR,KING ZAHIR SHAH,lexical_context_similarity
SERGE TIKHVINSKY,SERGEI TIKHVINSKY,lexical_context_similarity
US AMBASSADOR,AMERICAN AMBASSADOR,lexical_context_similarity
US DELEGATION,AMERICAN DELEGATION,lexical_context_similarity
US EMBASSY IN QUITO,US EMBASSY,lexical_context_similarity
GEORGE GRIVAS,GENERAL GRIVAS,lexical_context_similarity
KAMCHATKA,KAMCHATKA PENINSULA,lexical_context_similarity
PRIME MINISTER KUBAR,PRIME MINISTER KUBAAR,lexical_context_similarity
RAUL,RAUL CASTRO,lexical_context_similarity
TSHOMBE GOVERNMENT,TSHOMBÉS GOVERNMENT,lexical_context_similarity
EASTERN SINAI,SINAI,lexical_context_similarity
ABDIRASCID ALI SCERMARCHE,ABDIRASCID,lexical_context_similarity
AMERICAN EMBASSY IN COPENHAGEN,AMERICAN EMBASSY,lexical_context_similarity
FRENCH FOREIGN OFFICE,FRENCH FOREIGN MINISTRY,lexical_context_similarity
ARIAS,RICARDO ARIAS,lexical_context_similarity
ATATURK,KEMAL ATATURK,lexical_context_similarity
DR. GAZIL KUCHUK,KUCHUK,lexical_context_similarity
ALGIERS COMMITTEE,ALGIERS COMMITTEE OF PUBLIC SAFETY,lexical_context_similarity
MACAPAGAL,DIOSDADO MACAPAGAL,lexical_context_similarity
SUBARNA,SUBARNA SHUMSHERE,lexical_context_similarity
AVERILL HARRIMAN,HARRIMAN,lexical_context_similarity
MENDES FRANCE,MENDES-FRANCE,lexical_context_similarity
MIKHAIL SUSLOV,SUSLOV,lexical_context_similarity
SOM-SANITH GOVERNMENT,SOMSANITH GOVERNMENT,lexical_context_similarity
AMERICAN MINISTER HEATH,US MINISTER HEATH,lexical_context_similarity
IDRIS,KING IDRISS,lexical_context_similarity
GERMAN SOCIAL DEMOCRATS,WEST GERMAN SOCIAL DEMOCRATIC PARTY,lexical_context_similarity
GHULAM SADDIQ,GHULAM SADIQ,lexical_context_similarity
NIKOLAI BULGANIN,BULGANIN,lexical_context_similarity
HUNGARIAN WRITERS ASSOCIATION,HUNGARIAN WRITERS UNION,lexical_context_similarity
GENERAL FULGENCIO BATISTA,BATISTA,lexical_context_similarity
CONGOLESE NATIONAL MOVEMENT (MNC),NATIONAL CONGO MOVEMENT (MNC),lexical_context_similarity
ETHIOPIAN EMPEROR HAILE SELASSIE,HAILE SELASSIE,lexical_context_similarity
MINISTER,FRENCH MINISTER,lexical_context_similarity
MILITARY,EGYPTIAN MILITARY,lexical_context_similarity
PAKISTANI PREMIER MOHAMMED ALI,MOHAMMAD ALI,lexical_context_similarity
PHOUMI NOSAVAN,GENERAL PHOUMI,lexical_context_similarity
KELLEZI,ABDYL KELLEZI,lexical_context_similarity
TSUSHIMA,JUICHI TSUSHIMA,lexical_context_similarity
US EMBASSY IN BELGRADE,US EMBASSY,lexical_context_similarity
VIDALI,VITTORIO VIDALI,lexical_context_similarity
POLISH AMBASSADOR,POLISH AMBASSADOR GAJEWSKI,lexical_context_similarity
GENERAL ALFREDO STROESSNER,STROESSNER,lexical_context_similarity
IL-28 AIRCRAFT,IL-28,lexical_context_similarity
MADAME RHEE,RHEE,lexical_context_similarity
MAHMUD MUNTASSER,MAHMUD MUNTASSIR,lexical_context_similarity
MARSHAL KONEV,KONEV,lexical_context_similarity
STANLEYVILLE GOVERNMENT,STANLEYVILLE REGIME,lexical_context_similarity
PEREZ,PEREZ JIMENEZ,lexical_context_similarity
COLONEL DIAZ,COLONEL CARLOS ENRIQUE DIAZ,lexical_context_similarity
GENERAL MAGLOIRE,PAUL MAGLOIRE,lexical_context_similarity
LABORITES,BRITISH LABORITES,lexical_context_similarity
MINISTRY OF INTERNAL AFFAIRS (MVD),USSR MINISTRY OF INTERNAL AFFAIRS,lexical_context_similarity
