original_normalized_label,canonical_label,canonical_key,method,confidence
CANADIAN,CANADIAN (ANDREI GROMYKO CAMBODIAN),CANONICAL_ENTITY:CANADIAN_ANDREI_GROMYKO_CAMBODIAN,a3_single_cluster_self,1.0
CANADIAN CHIEFS OF STAFF,CANADIAN CHIEFS OF STAFF (WINSTON FIRMS CHURCHILL),CANONICAL_ENTITY:CANADIAN_CHIEFS_OF_STAFF_WINSTON_FIRMS_CHURCHILL,a3_single_cluster_self,1.0
CANADIAN FINANCE MINISTER,CANADIAN FINANCE MINISTER (CANADA PRODUCTION MUTUAL),CANONICAL_ENTITY:CANADIAN_FINANCE_MINISTER_CANADA_PRODUCTION_MUTUAL,a3_single_cluster_self,1.0
CANADIAN ICC DELEGATION,CANADIAN ICC DELEGATION (NORTH THAILAND PHOUMA),CANONICAL_ENTITY:CANADIAN_ICC_DELEGATION_NORTH_THAILAND_PHOUMA,a3_single_cluster_self,1.0
CANADIAN OFFICIALS,CANADIAN OFFICIALS (WINSTON FIRMS CHURCHILL),CANONICAL_ENTITY:CANADIAN_OFFICIALS_WINSTON_FIRMS_CHURCHILL,a3_single_cluster_self,1.0
CANADIAN UN DELEGATION,CANADIAN UN DELEGATION (MOLOTOV KUZNETSOV EISENHOWER),CANONICAL_ENTITY:CANADIAN_UN_DELEGATION_MOLOTOV_KUZNETSOV_EISENHOWER,a3_single_cluster_self,1.0
CANADIANS,CANADIANS (BANG COLLEAGUES SAINTENY),CANONICAL_ENTITY:CANADIANS_BANG_COLLEAGUES_SAINTENY,a3_single_cluster_self,1.0
CANAL DES BAMBOUS,CANAL DES BAMBOUS (DELTA TONKIN TRI),CANONICAL_ENTITY:CANAL_DES_BAMBOUS_DELTA_TONKIN_TRI,a3_single_cluster_self,1.0
CANAL DES RAPIDES,CANAL DES RAPIDES (DELTA TONKIN TRI),CANONICAL_ENTITY:CANAL_DES_RAPIDES_DELTA_TONKIN_TRI,a3_single_cluster_self,1.0
CANARY ISLANDS,CANARY ISLANDS (POO JANIO TYURA),CANONICAL_ENTITY:CANARY_ISLANDS_POO_JANIO_TYURA,a3_single_cluster_self,1.0
CANBERRA,CANBERRA (AUSTRALIA AUSTRALIAN MIKOYAN),CANONICAL_ENTITY:CANBERRA_AUSTRALIA_AUSTRALIAN_MIKOYAN,a3_single_cluster_self,1.0
CANDIDO CANTON FERNANDEZ,CANDIDO CANTON FERNANDEZ (RUMANIA MATERIALS FAMAE),CANONICAL_ENTITY:CANDIDO_CANTON_FERNANDEZ_RUMANIA_MATERIALS_FAMAE,a3_single_cluster_self,1.0
CANTAVE,CANTAVE (FRANCK SYLVAIN HAITI),CANONICAL_ENTITY:CANTAVE_FRANCK_SYLVAIN_HAITI,a3_single_cluster_self,1.0
CAO BANG,CAO BANG (CANADIANS COLLEAGUES SAINTENY),CANONICAL_ENTITY:CAO_BANG_CANADIANS_COLLEAGUES_SAINTENY,a3_single_cluster_self,1.0
CAPE BILLINGS,CAPE BILLINGS (WRANGEL CHUKHOTSK KENNAN),CANONICAL_ENTITY:CAPE_BILLINGS_WRANGEL_CHUKHOTSK_KENNAN,a3_single_cluster_self,1.0
CAPE LAZAREVA,CAPE LAZAREVA (SAKHALIN TRANSPORTATION SECCHIA),CANONICAL_ENTITY:CAPE_LAZAREVA_SAKHALIN_TRANSPORTATION_SECCHIA,a3_single_cluster_self,1.0
CAPE MAY,CAPE MAY (SAN NANTUCKET HALIFAX),CANONICAL_ENTITY:CAPE_MAY_SAN_NANTUCKET_HALIFAX,a3_single_cluster_self,1.0
CAPE PROVINCE,CAPE PROVINCE (GERMANY NATAL SPEAKING),CANONICAL_ENTITY:CAPE_PROVINCE_GERMANY_NATAL_SPEAKING,a3_single_cluster_self,1.0
CAPE TOWN,CAPE TOWN (TABI PANAMA MUHAMMAD),CANONICAL_ENTITY:CAPE_TOWN_TABI_PANAMA_MUHAMMAD,a3_single_cluster_self,1.0
CAPE VERDE,CAPE VERDE (GUINEA PORTUGUESE PORTUGAL),CANONICAL_ENTITY:CAPE_VERDE_GUINEA_PORTUGUESE_PORTUGAL,a3_single_cluster_self,1.0
CAPE VERDE ISLANDS,CAPE VERDE ISLANDS (PORTUGUESE HENRIQUE GALVAO),CANONICAL_ENTITY:CAPE_VERDE_ISLANDS_PORTUGUESE_HENRIQUE_GALVAO,a3_single_cluster_self,1.0
CAPETOWN,CAPETOWN (TALAL SELO CEYLON),CANONICAL_ENTITY:CAPETOWN_TALAL_SELO_CEYLON,a3_single_cluster_self,1.0
CAPT DU QUOC DONG,CAPT DU QUOC DONG (AIRBORNE THUY HOANG),CANONICAL_ENTITY:CAPT_DU_QUOC_DONG_AIRBORNE_THUY_HOANG,a3_single_cluster_self,1.0
CAPTAIN BUITRAGO,CAPTAIN BUITRAGO (SALVADORAN RUBIO QUINTANILLA),CANONICAL_ENTITY:CAPTAIN_BUITRAGO_SALVADORAN_RUBIO_QUINTANILLA,a3_single_cluster_self,1.0
CAPTAIN LE,CAPTAIN LE (HAMMARSKJOLD KASAVUBU PATHET),CANONICAL_ENTITY:CAPTAIN_LE_HAMMARSKJOLD_KASAVUBU_PATHET,a3_single_cluster_self,1.0
CAPTAIN MUSTAFA HAMDUN,COL MUSTAFA HAMDUN,CANONICAL_ENTITY:COL_MUSTAFA_HAMDUN,accept_rule,1.0
CAPTAIN POHAN,CAPTAIN POHAN (SIANTAR PAKANBARU TAPANULI),CANONICAL_ENTITY:CAPTAIN_POHAN_SIANTAR_PAKANBARU_TAPANULI,a3_single_cluster_self,1.0
CARDENAS,GENERAL CARDENAS,CANONICAL_ENTITY:GENERAL_CARDENAS,accept_rule,1.0
CARDINAL STEFAN WYSZYNSKI,CARDINAL STEFAN WYSZYNSKI (SEJM GOMULKA PEASANT),CANONICAL_ENTITY:CARDINAL_STEFAN_WYSZYNSKI_SEJM_GOMULKA_PEASANT,a3_single_cluster_self,1.0
CARDINAL STEPINAC,CARDINAL STEPINAC (DJILAS YUGOSLAVIA BELGRADE),CANONICAL_ENTITY:CARDINAL_STEPINAC_DJILAS_YUGOSLAVIA_BELGRADE,a3_single_cluster_self,1.0
CARDOSO,CARDOSO (TERRORISTS VARGAS GOULART),CANONICAL_ENTITY:CARDOSO_TERRORISTS_VARGAS_GOULART,a3_single_cluster_self,1.0
CARETAKER GOVERNMENT,CARETAKER GOVERNMENT (FINLAND KEKKONEN USSR),CANONICAL_ENTITY:CARETAKER_GOVERNMENT_FINLAND_KEKKONEN_USSR,a3_single_cluster_self,1.0
CARIAS NATIONALIST PARTY,CARIAS NATIONALIST PARTY (HONDURAS GEORGES GALVEZ),CANONICAL_ENTITY:CARIAS_NATIONALIST_PARTY_HONDURAS_GEORGES_GALVEZ,a3_single_cluster_self,1.0
CARIBBEAN,CARIBBEAN (NICARAGUA VENEZUELA BETANCOURT),CANONICAL_ENTITY:CARIBBEAN_NICARAGUA_VENEZUELA_BETANCOURT,a3_single_cluster_self,1.0
CARIBBEAN GOVERNMENTS,CARIBBEAN GOVERNMENTS (EXILES ARBENZ GUATEMALAN),CANONICAL_ENTITY:CARIBBEAN_GOVERNMENTS_EXILES_ARBENZ_GUATEMALAN,a3_single_cluster_self,1.0
CARIBBEAN LEGION,CARIBBEAN LEGION (DAFTARI MCCLOY IRAN),CANONICAL_ENTITY:CARIBBEAN_LEGION_DAFTARI_MCCLOY_IRAN,a3_single_cluster_self,1.0
CARL SCHROEDER,CARL SCHROEDER (CEYLON EGYPT TITO),CANONICAL_ENTITY:CARL_SCHROEDER_CEYLON_EGYPT_TITO,a3_single_cluster_self,1.0
CARLOS GUEVARA,CARLOS GUEVARA (ECUADORAN GUAYAQUIL PHIBUN),CANONICAL_ENTITY:CARLOS_GUEVARA_ECUADORAN_GUAYAQUIL_PHIBUN,a3_single_cluster_self,1.0
CARLOS GUEVARA MORENO,CARLOS GUEVARA MORENO (ECUADOR CFP CONCENTRATION),CANONICAL_ENTITY:CARLOS_GUEVARA_MORENO_ECUADOR_CFP_CONCENTRATION,a3_single_cluster_self,1.0
CARLOS IBANEZ,CARLOS IBANEZ (HEDTOFT ERICH OLLENHAUER),CANONICAL_ENTITY:CARLOS_IBANEZ_HEDTOFT_ERICH_OLLENHAUER,a3_single_cluster_self,1.0
CARLOS LACERDA,CARLOS LACERDA (ICELAND BRITAIN BRAZIL),CANONICAL_ENTITY:CARLOS_LACERDA_ICELAND_BRITAIN_BRAZIL,a3_single_cluster_self,1.0
CARLOS OLIVARES,CARLOS OLIVARES (LULUABOURG CNU HAMMARSKJOLD),CANONICAL_ENTITY:CARLOS_OLIVARES_LULUABOURG_CNU_HAMMARSKJOLD,a3_single_cluster_self,1.0
CARLOS PRIO SOCARRAS,CARLOS PRIO SOCARRAS (SEGNI DESIGNATE BATISTA),CANONICAL_ENTITY:CARLOS_PRIO_SOCARRAS_SEGNI_DESIGNATE_BATISTA,a3_single_cluster_self,1.0
CARLOS WIRTH,CARLOS WIRTH (SOSA MOLINA LUCERO),CANONICAL_ENTITY:CARLOS_WIRTH_SOSA_MOLINA_LUCERO,a3_single_cluster_self,1.0
CARLOS ZUNIGA,CARLOS ZUNIGA (TORRE HAYA ARABIA),CANONICAL_ENTITY:CARLOS_ZUNIGA_TORRE_HAYA_ARABIA,a3_single_cluster_self,1.0
CARSTENS,CARSTENS (TURKEY GERMANY BONN),CANONICAL_ENTITY:CARSTENS_TURKEY_GERMANY_BONN,a3_single_cluster_self,1.0
CARTAGENA,CARTAGENA (VADUX JAKOB FINANCIERE),CANONICAL_ENTITY:CARTAGENA_VADUX_JAKOB_FINANCIERE,a3_single_cluster_self,1.0
CARTEL OF THE NATIONAL UNION,CARTEL OF THE NATIONAL UNION (MEERSCH KIVU ARABIA),CANONICAL_ENTITY:CARTEL_OF_THE_NATIONAL_UNION_MEERSCH_KIVU_ARABIA,a3_single_cluster_self,1.0
CARTER MAGRUDER,CARTER MAGRUDER (KWAK DAYAL HUN),CANONICAL_ENTITY:CARTER_MAGRUDER_KWAK_DAYAL_HUN,a3_single_cluster_self,1.0
CASABLANCA POWERS,CASABLANCA POWERS (HAIPHONG CANTON KHOUANG),CANONICAL_ENTITY:CASABLANCA_POWERS_HAIPHONG_CANTON_KHOUANG,a3_single_cluster_self,1.0
CASEY,CASEY (AUSTRALIA BRITAIN VIET),CANONICAL_ENTITY:CASEY_AUSTRALIA_BRITAIN_VIET,a3_single_cluster_self,1.0
CASPIAN AREA,CASPIAN AREA (TUNG TSE MAO),CANONICAL_ENTITY:CASPIAN_AREA_TUNG_TSE_MAO,a3_single_cluster_self,1.0
CASPIAN FISHERIES,CASPIAN FISHERIES (IRANIAN GRADY HONG),CANONICAL_ENTITY:CASPIAN_FISHERIES_IRANIAN_GRADY_HONG,a3_single_cluster_self,1.0
CASPIAN SEA,CASPIAN SEA (STALIN ARGENTINA MOLOTOV),CANONICAL_ENTITY:CASPIAN_SEA_STALIN_ARGENTINA_MOLOTOV,a3_single_cluster_self,1.0
CASTILLO ARMAS GOVERNMENT,CASTILLO ARMAS GOVERNMENT (GUATEMALA SUKARNO NASUTION),CANONICAL_ENTITY:CASTILLO_ARMAS_GOVERNMENT_GUATEMALA_SUKARNO_NASUTION,a3_single_cluster_self,1.0
CASTILLO ARMAS RADIO LIBERATION,CASTILLO ARMAS RADIO LIBERATION (EN LAI GUATEMALA),CANONICAL_ENTITY:CASTILLO_ARMAS_RADIO_LIBERATION_EN_LAI_GUATEMALA,a3_single_cluster_self,1.0
CASTILLO NAVARRETE,COL CASTILLO NAVARRETE,CANONICAL_ENTITY:COL_CASTILLO_NAVARRETE,accept_rule,1.0
CASTRO MOVEMENT,CASTRO MOVEMENT (IZVESTIA JIMENEZ CUBA),CANONICAL_ENTITY:CASTRO_MOVEMENT_IZVESTIA_JIMENEZ_CUBA,a3_single_cluster_self,1.0
CASTRO OFFICIALS,CASTRO OFFICIALS (SLIMANE KETTANI KENYA),CANONICAL_ENTITY:CASTRO_OFFICIALS_SLIMANE_KETTANI_KENYA,a3_single_cluster_self,1.0
CASTRO REVOLUTION,CASTRO REVOLUTION (FRONDIZI CUBA QUADROS),CANONICAL_ENTITY:CASTRO_REVOLUTION_FRONDIZI_CUBA_QUADROS,a3_single_cluster_self,1.0
CASTROISM,CASTROISM (ARGENTINE TARTAGAL SALTA),CANONICAL_ENTITY:CASTROISM_ARGENTINE_TARTAGAL_SALTA,a3_single_cluster_self,1.0
CASTROS REGIME,CASTROS REGIME (KHRUSHCHEV USSR LAOS),CANONICAL_ENTITY:CASTROS_REGIME_KHRUSHCHEV_USSR_LAOS,a3_single_cluster_self,1.0
CATHAY PACIFIC AIRLINES,CATHAY PACIFIC AIRLINES (TEISAIRE HAINAN REMORINO),CANONICAL_ENTITY:CATHAY_PACIFIC_AIRLINES_TEISAIRE_HAINAN_REMORINO,a3_single_cluster_self,1.0
CATHOLIC ACTION,CATHOLIC ACTION (REGENT ITALY YUGOSLAVIA),CANONICAL_ENTITY:CATHOLIC_ACTION_REGENT_ITALY_YUGOSLAVIA,a3_single_cluster_self,1.0
CATHOLIC ACTION GROUPS,CATHOLIC ACTION GROUPS (STEPHANOPOULOS ARGENTINA NUFER),CANONICAL_ENTITY:CATHOLIC_ACTION_GROUPS_STEPHANOPOULOS_ARGENTINA_NUFER,a3_single_cluster_self,1.0
CATHOLIC AND HINDUNAIR COMMUNITIES,CATHOLIC AND HINDUNAIR COMMUNITIES (NAMBOODIRIPAD KERALA BOMBAY),CANONICAL_ENTITY:CATHOLIC_AND_HINDUNAIR_COMMUNITIES_NAMBOODIRIPAD_KERALA_BOMBAY,a3_single_cluster_self,1.0
CATHOLIC LABOR CONFEDERATION,CATHOLIC LABOR CONFEDERATION (OUVRIERE INDEPENDENT BERLIN),CANONICAL_ENTITY:CATHOLIC_LABOR_CONFEDERATION_OUVRIERE_INDEPENDENT_BERLIN,a3_single_cluster_self,1.0
CATHOLIC POPULAR REPUBLICAN PARTY,CATHOLIC POPULAR REPUBLICAN PARTY (PORTUGAL REYNAUD DELGADO),CANONICAL_ENTITY:CATHOLIC_POPULAR_REPUBLICAN_PARTY_PORTUGAL_REYNAUD_DELGADO,a3_single_cluster_self,1.0
CATHOLIC STUDENTS,CATHOLIC STUDENTS (CHIARI CUBA PANAMA),CANONICAL_ENTITY:CATHOLIC_STUDENTS_CHIARI_CUBA_PANAMA,a3_single_cluster_self,1.0
CAUCA,CAUCA (LAUREANO LIBERAL DANTAS),CANONICAL_ENTITY:CAUCA_LAUREANO_LIBERAL_DANTAS,a3_single_cluster_self,1.0
CAYO SAL,CAYO SAL (REVOLUCION MARINA DIARIO),CANONICAL_ENTITY:CAYO_SAL_REVOLUCION_MARINA_DIARIO,a3_single_cluster_self,1.0
CCP CENTRAL COMMITTEE,CCP CENTRAL COMMITTEE (AJOY BENEDIKTOV GHOSH),CANONICAL_ENTITY:CCP_CENTRAL_COMMITTEE_AJOY_BENEDIKTOV_GHOSH,a3_single_cluster_self,1.0
CDU PARTY,CDU PARTY (REILLY PATRICK BRITAIN),CANONICAL_ENTITY:CDU_PARTY_REILLY_PATRICK_BRITAIN,a3_single_cluster_self,1.0
CEAUSESCU,CEAUSESCU (BORILA GHEORGHIU ARGES),CANONICAL_ENTITY:CEAUSESCU_BORILA_GHEORGHIU_ARGES,a3_single_cluster_self,1.0
CEGIELSKI FACTORY,CEGIELSKI FACTORY (INDONESIA BRITAIN POLAND),CANONICAL_ENTITY:CEGIELSKI_FACTORY_INDONESIA_BRITAIN_POLAND,a3_single_cluster_self,1.0
CELEBES ISLAND,CELEBES ISLAND (SHIPPING DONGGALA PALU),CANONICAL_ENTITY:CELEBES_ISLAND_SHIPPING_DONGGALA_PALU,a3_single_cluster_self,1.0
CEMAL GOKTAN,CEMAL GOKTAN NAMIK GEDIK,CANONICAL_ENTITY:CEMAL_GOKTAN_NAMIK_GEDIK,a5_consolidated,0.85
CEMAL YILDIRIM,CEMAL YILDIRIM (SUNAY SAHABETTIN REFET),CANONICAL_ENTITY:CEMAL_YILDIRIM_SUNAY_SAHABETTIN_REFET,a3_single_cluster_self,1.0
CENTER,CENTER (GAULLISTS ECA GAULLE),CANONICAL_ENTITY:CENTER_GAULLISTS_ECA_GAULLE,a3_single_cluster_self,1.0
CENTER PARTY,CENTER PARTY (BAVARIAN ADENAUER BONN),CANONICAL_ENTITY:CENTER_PARTY_BAVARIAN_ADENAUER_BONN,a3_single_cluster_self,1.0
CENTRAL AFRICAN FEDERATION,CENTRAL AFRICAN FEDERATION (PRAVDA BRITAIN TURKEY),CANONICAL_ENTITY:CENTRAL_AFRICAN_FEDERATION_PRAVDA_BRITAIN_TURKEY,a3_single_cluster_self,1.0
CENTRAL AMERICA,CENTRAL AMERICA (BELGIUM GUATEMALAN ZEELAND),CANONICAL_ENTITY:CENTRAL_AMERICA_BELGIUM_GUATEMALAN_ZEELAND,a3_single_cluster_self,1.0
CENTRAL BANK OF CHILE,CENTRAL BANK OF CHILE (DENMARK POLAND OWNED),CANONICAL_ENTITY:CENTRAL_BANK_OF_CHILE_DENMARK_POLAND_OWNED,a3_single_cluster_self,1.0
CENTRAL COMMITTEE OF THE CHINESE COMMUNIST PARTY,CENTRAL COMMITTEE OF THE CHINESE COMMUNIST PARTY (ALLIES GERMANY PEIPING),CANONICAL_ENTITY:CENTRAL_COMMITTEE_OF_THE_CHINESE_COMMUNIST_PARTY_ALLIES_GERMANY_PEIPING,a3_single_cluster_self,1.0
CENTRAL COMMITTEE OF THE INDIAN COMMUNIST PARTY,CENTRAL COMMITTEE OF THE INDIAN COMMUNIST PARTY (60TH SUK BUM),CANONICAL_ENTITY:CENTRAL_COMMITTEE_OF_THE_INDIAN_COMMUNIST_PARTY_60TH_SUK_BUM,a3_single_cluster_self,1.0
CENTRAL CONGO BANK,CENTRAL CONGO BANK (SOUDAN SENEGAL MODIBO),CANONICAL_ENTITY:CENTRAL_CONGO_BANK_SOUDAN_SENEGAL_MODIBO,a3_single_cluster_self,1.0
CENTRAL DROUGHT COMMITTEE,CENTRAL DROUGHT COMMITTEE (SUKIMAN MASJUMI AUSTRIA),CANONICAL_ENTITY:CENTRAL_DROUGHT_COMMITTEE_SUKIMAN_MASJUMI_AUSTRIA,a3_single_cluster_self,1.0
CENTRAL JAVA,CENTRAL JAVA (NAHDLATUL ULAMA MASJUMI),CANONICAL_ENTITY:CENTRAL_JAVA_NAHDLATUL_ULAMA_MASJUMI,a3_single_cluster_self,1.0
CENTRAL JAVA COMMANDER,CENTRAL JAVA COMMANDER (SHEHAB MAKASSAR GHARDAQA),CANONICAL_ENTITY:CENTRAL_JAVA_COMMANDER_SHEHAB_MAKASSAR_GHARDAQA,a3_single_cluster_self,1.0
CENTRAL NEWS AGENCY,CENTRAL NEWS AGENCY (BRITAIN KUOMINTANG GREECE),CANONICAL_ENTITY:CENTRAL_NEWS_AGENCY_BRITAIN_KUOMINTANG_GREECE,a3_single_cluster_self,1.0
CENTRAL PEOPLES GOVERNMENT COUNCIL,CENTRAL PEOPLES GOVERNMENT COUNCIL (EN LAI CHOU),CANONICAL_ENTITY:CENTRAL_PEOPLES_GOVERNMENT_COUNCIL_EN_LAI_CHOU,a3_single_cluster_self,1.0
CENTRAL PEOPLES GOVERNMENT OF CHINA,CENTRAL PEOPLES GOVERNMENT OF CHINA (CEYLON WANIGATUNGA CO),CANONICAL_ENTITY:CENTRAL_PEOPLES_GOVERNMENT_OF_CHINA_CEYLON_WANIGATUNGA_CO,a3_single_cluster_self,1.0
CENTRAL SOUTH EPIDEMIC PREVENTION COMMITTEE,CENTRAL SOUTH EPIDEMIC PREVENTION COMMITTEE (EN PANDIT MRS),CANONICAL_ENTITY:CENTRAL_SOUTH_EPIDEMIC_PREVENTION_COMMITTEE_EN_PANDIT_MRS,a3_single_cluster_self,1.0
CENTRAL STATISTICAL BOARD,CENTRAL STATISTICAL BOARD (UKRAINE LANDS KAZAKHSTAN),CANONICAL_ENTITY:CENTRAL_STATISTICAL_BOARD_UKRAINE_LANDS_KAZAKHSTAN,a3_single_cluster_self,1.0
CENTRAL SUMATRAN REBELLION,CENTRAL SUMATRAN REBELLION (MENADO SUKENDRO KAWILARANG),CANONICAL_ENTITY:CENTRAL_SUMATRAN_REBELLION_MENADO_SUKENDRO_KAWILARANG,a3_single_cluster_self,1.0
CENTRAL TRUST OF CHINA,CENTRAL TRUST OF CHINA (SOHYO AKRAM HAWRANI),CANONICAL_ENTITY:CENTRAL_TRUST_OF_CHINA_SOHYO_AKRAM_HAWRANI,a3_single_cluster_self,1.0
CENTRAL UNIVERSITY,CENTRAL UNIVERSITY (HIERARCHY VENEZUELA SCIENCES),CANONICAL_ENTITY:CENTRAL_UNIVERSITY_HIERARCHY_VENEZUELA_SCIENCES,a3_single_cluster_self,1.0
CENTRAL VIETNAM,CENTRAL VIETNAM (DARUL JAVA ISLAM),CANONICAL_ENTITY:CENTRAL_VIETNAM_DARUL_JAVA_ISLAM,a3_single_cluster_self,1.0
CESAR GARIZURIETA,CESAR GARIZURIETA (HONDURAS ALVARADO PUERTO),CANONICAL_ENTITY:CESAR_GARIZURIETA_HONDURAS_ALVARADO_PUERTO,a3_single_cluster_self,1.0
CEYLONESE AMBASSADOR,CEYLONESE AMBASSADOR (HENDERSON ZAHEDI IRAN),CANONICAL_ENTITY:CEYLONESE_AMBASSADOR_HENDERSON_ZAHEDI_IRAN,a3_single_cluster_self,1.0
CEYLONESE DELEGATION,CEYLONESE DELEGATION (MDN MALLORY GUATEMALA),CANONICAL_ENTITY:CEYLONESE_DELEGATION_MDN_MALLORY_GUATEMALA,a3_single_cluster_self,1.0
CEYLONESE FINANCE MINISTER,CEYLONESE FINANCE MINISTER (CZECHOSLOVAKIA POLAND CEYLON),CANONICAL_ENTITY:CEYLONESE_FINANCE_MINISTER_CZECHOSLOVAKIA_POLAND_CEYLON,a3_single_cluster_self,1.0
CEYLONESE FIRM,CEYLONESE FIRM (SHIGEMITSU HENDERSON MOSSADEQ),CANONICAL_ENTITY:CEYLONESE_FIRM_SHIGEMITSU_HENDERSON_MOSSADEQ,a3_single_cluster_self,1.0
CEYLONESE FOOD MINISTER,CEYLONESE FOOD MINISTER (CEYLON EXTERNAL PEIPING),CANONICAL_ENTITY:CEYLONESE_FOOD_MINISTER_CEYLON_EXTERNAL_PEIPING,a3_single_cluster_self,1.0
CEYLONESE FREEDOM PARTY,CEYLONESE FREEDOM PARTY (KARENS TROTSKYITE BRITAIN),CANONICAL_ENTITY:CEYLONESE_FREEDOM_PARTY_KARENS_TROTSKYITE_BRITAIN,a3_single_cluster_self,1.0
CEYLONESE LABOR LEADERS,CEYLONESE LABOR LEADERS (TATSUO TAIRA SENAGA),CANONICAL_ENTITY:CEYLONESE_LABOR_LEADERS_TATSUO_TAIRA_SENAGA,a3_single_cluster_self,1.0
CEYLONESE PARLIAMENT,CEYLONESE PARLIAMENT (IMAM BADR HASAN),CANONICAL_ENTITY:CEYLONESE_PARLIAMENT_IMAM_BADR_HASAN,a3_single_cluster_self,1.0
CEYLONESE PRIME MINISTER BANDARANAIKE,CEYLONESE PRIME MINISTER BANDARANAIKE (SANANIKONE YORK TIMES),CANONICAL_ENTITY:CEYLONESE_PRIME_MINISTER_BANDARANAIKE_SANANIKONE_YORK_TIMES,a3_single_cluster_self,1.0
CEYLONS CENTRAL BANK GOVERNOR,CEYLONS CENTRAL BANK GOVERNOR (CEYLON THAILAND BANGKOK),CANONICAL_ENTITY:CEYLONS_CENTRAL_BANK_GOVERNOR_CEYLON_THAILAND_BANGKOK,a3_single_cluster_self,1.0
CEYLONS FINANCE MINISTER,CEYLONS FINANCE MINISTER (CEYLON THAILAND BANGKOK),CANONICAL_ENTITY:CEYLONS_FINANCE_MINISTER_CEYLON_THAILAND_BANGKOK,a3_single_cluster_self,1.0
CFTC,CGT (FEDERATIONS CFTC RAILROAD),CANONICAL_ENTITY:CGT_FEDERATIONS_CFTC_RAILROAD,a5_consolidated,0.9708
CGIL,ITALIAN GENERAL CONFEDERATION OF LABOR CGIL,CANONICAL_ENTITY:ITALIAN_GENERAL_CONFEDERATION_OF_LABOR_CGIL,a4_merge_existing,0.85
CGT,CGT (FEDERATIONS CFTC RAILROAD),CANONICAL_ENTITY:CGT_FEDERATIONS_CFTC_RAILROAD,a4_keep_separate,0.6
CGTS,CGTS,CANONICAL_ENTITY:CGTS,a4_new_inferred_name,0.8
CHAIRMAN ATOMIC ENERGY COMMISSION,CHAIRMAN ATOMIC ENERGY COMMISSION (DEFENSE OPERATIONS ASSISTANT),CANONICAL_ENTITY:CHAIRMAN_ATOMIC_ENERGY_COMMISSION_DEFENSE_OPERATIONS_ASSISTANT,a3_single_cluster_self,1.0
CHAIRMAN BOARD OF CONSULTANTS ON FOREIGN INTELLIGENCE ACTIVITIES,CHAIRMAN BOARD OF CONSULTANTS ON FOREIGN INTELLIGENCE ACTIVITIES (DIRECTOR TREASURY OFFICES),CANONICAL_ENTITY:CHAIRMAN_BOARD_OF_CONSULTANTS_ON_FOREIGN_INTELLIGENCE_ACTIVITIES_DIRECTOR_TREASURY_OFFICES,a3_single_cluster_self,1.0
CHAIRMAN LIUSHAO CHI,LIUSHAO CHI,CANONICAL_ENTITY:LIUSHAO_CHI,accept_rule,1.0
CHAIRMAN VOROSHILOV,VOROSHILOV,CANONICAL_ENTITY:VOROSHILOV,accept_rule,1.0
CHAKRAVARTY,CHAKRAVARTY (CZECHOSLOVAKIA NNRC NYEIN),CANONICAL_ENTITY:CHAKRAVARTY_CZECHOSLOVAKIA_NNRC_NYEIN,a3_single_cluster_self,1.0
CHAMOUN GOVERNMENT,CHAMOUN GOVERNMENT (LEBANON DAY ISRAEL),CANONICAL_ENTITY:CHAMOUN_GOVERNMENT_LEBANON_DAY_ISRAEL,a3_single_cluster_self,1.0
CHAMOUN REGIME,CHAMOUN REGIME (KARAMAH DJAILOLO SAMI),CANONICAL_ENTITY:CHAMOUN_REGIME_KARAMAH_DJAILOLO_SAMI,a3_single_cluster_self,1.0
CHAMOUN SOLH GOVERNMENT,CHAMOUN SOLH GOVERNMENT (CHIANG SAIB YEH),CANONICAL_ENTITY:CHAMOUN_SOLH_GOVERNMENT_CHIANG_SAIB_YEH,a3_single_cluster_self,1.0
CHAMOUNS GOVERNMENT,CHAMOUNS GOVERNMENT (LEBANON BAATHISTS GROMYKO),CANONICAL_ENTITY:CHAMOUNS_GOVERNMENT_LEBANON_BAATHISTS_GROMYKO,a3_single_cluster_self,1.0
CHAMPASSAK,CHAMPASSAK (SANTIPHAB PHOLSENA QUINIM),CANONICAL_ENTITY:CHAMPASSAK_SANTIPHAB_PHOLSENA_QUINIM,a3_single_cluster_self,1.0
CHANCELLOR DESIGNATE RAAB,CHANCELLOR DESIGNATE RAAB (BUNKER ARABIA GASPERI),CANONICAL_ENTITY:CHANCELLOR_DESIGNATE_RAAB_BUNKER_ARABIA_GASPERI,a3_single_cluster_self,1.0
CHANCELLOR JULIUS RAAB,CHANCELLOR JULIUS RAAB (GHANA PATHET MOBUTU),CANONICAL_ENTITY:CHANCELLOR_JULIUS_RAAB_GHANA_PATHET_MOBUTU,a3_single_cluster_self,1.0
CHANCELLOR OF THE EXCHEQUER GAITSKILL,CHANCELLOR OF THE EXCHEQUER GAITSKILL (UK CONSTANTA GIFFORD),CANONICAL_ENTITY:CHANCELLOR_OF_THE_EXCHEQUER_GAITSKILL_UK_CONSTANTA_GIFFORD,a3_single_cluster_self,1.0
CHAND,CHAND (SENG NAW TRIBUNE),CANONICAL_ENTITY:CHAND_SENG_NAW_TRIBUNE,a3_single_cluster_self,1.0
